"Text","Date","Time","Draft","Brand name","Instagram","Picture Url 1","Picture Url 2","Picture Url 3","Picture Url 4","Picture Url 5","Picture Url 6","Picture Url 7","Picture Url 8","Picture Url 9","Picture Url 10","Instagram Post Type"
"Fiyat etiketleri neden 99 ile biter?

1 kuruşluk farkın arkasındaki psikoloji.

1. Fark 1 kuruş, algı farkı büyük
2. Soldaki rakama bakarız
3. Etki her yerde aynı değil
4. Lüks markalar yuvarlak fiyat sever
5. Kendine sor

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#tüketici #fiyatpsikolojisi #pazarlama #davranışbilimi #kaydet","2026-10-03","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_006_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_006_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_006_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_006_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_006_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_006_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_006_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Sosyal kanıt

Ne yapacağımızdan emin değilsek, başkalarının ne yaptığına bakarız.

Boş bir restorana girmek istemezsin, kuyruk olan yere girersin. Kuyruk kaliteyi değil, kalabalığı gösterir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #psikoloji #kişiselgelişim #bilgi","2026-10-04","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_007_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Bu haftanın 5 kavramı

Kaydet, bir hafta sonra tekrar oku.

1. Çıpalama
2. Batık maliyet
3. Parkinson Yasası
4. Planlama yanılgısı
5. Sosyal kanıt

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#haftanın5i #gününkavramı #davranışbilimi #kişiselgelişim #kaydet","2026-10-04","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_007_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_007_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_007_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_007_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_007_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_007_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_007_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Halo etkisi

Bir kişinin tek güçlü özelliği, diğer özellikleri hakkındaki yargımızı da etkiler.

Güzel giyinen, akıcı konuşan biri “daha zeki ve daha güvenilir” görünür. Oysa giyim ile zekâ arasında bir bağ yok; sadece ilk izlenim geri kalanı boyadı.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #psikoloji #kişiselgelişim #bilgi","2026-10-05","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_008_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Neden hep kazananları örnek alıyoruz?

Sadece başaranları görüyorsan, resmin yarısını görüyorsun.

1. II. Dünya Savaşı, uçaklar ve kurşun izleri
2. İlk fikir: en çok vurulan yeri zırhla
3. İstatistikçi Abraham Wald itiraz etti
4. Günlük hayatta aynısı
5. Kural

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#hayattakalanyanlılığı #davranışbilimi #psikoloji #kişiselgelişim #kaydet","2026-10-05","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_008_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_008_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_008_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_008_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_008_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_008_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_008_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Şimdiki yanlılık

Bugünkü küçük ödülü, gelecekteki büyük ödülden daha değerli görme eğilimi.

“Bugün dinleneyim, yarın başlarım.” Yarınki sen bugünkü sana borç ödemek zorunda kalıyor. Çünkü karar verirken bugün daha yüksek sesle konuşur.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #psikoloji #kişiselgelişim #bilgi","2026-10-06","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_009_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Kısa ve net e-posta yazmanın 5 kuralı

Okunmayan e-posta, yazılmamış e-postadır.

1. Konu satırında işi anlat
2. İlk cümlede ne istediğini yaz
3. Bir e-posta, bir konu
4. Paragraf yerine madde
5. Bitirirken net tarih ver

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#işhayatı #kariyer #iletişim #verimlilik #kaydet","2026-10-06","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_009_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_009_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_009_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_009_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_009_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_009_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_009_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Bileşik etki

Küçük ve düzenli artışların, zamanla kendi üzerine eklenerek büyümesi.

Her gün %1 gelişmek, bir yılda yaklaşık 38 kat demektir (1,01 üzeri 365). Bunun tersi de doğrudur: her gün %1 kötüleşmek seni sıfıra yaklaştırır.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #paradüşüncesi #kişiselgelişim #alışkanlık #bilgi","2026-10-07","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_010_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Bütçe yapmanın en basit yolu: 50 / 30 / 20

Başlamak için karmaşık tabloya gerek yok.

1. %50 ihtiyaçlar
2. %30 istekler
3. %20 birikim ve borç kapatma
4. Örnek: 30.000 TL gelir
5. Oranlar herkese uymaz

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#kişiselfinans #bütçe #tasarruf #paraynetimi #kaydet","2026-10-07","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_010_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_010_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_010_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_010_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_010_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_010_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_010_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Ciro ≠ kâr

Ciro toplam satıştır. Kâr, gelirden tüm giderler çıktıktan sonra kalandır.

Ayda 100.000 TL ciro yaptın, giderlerin 95.000 TL. Kârın 5.000 TL. Ciroyu ikiye katlamak kârı ikiye katlamaz; giderler de büyürse hiç artmayabilir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #finansalokuryazarlık #işletme #ciro #bilgi","2026-10-08","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_011_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Erteleyen biri için 5 küçük hile

Sorun tembellik değil, başlangıçtır.

1. İşi 2 dakikalık parçaya böl
2. Hazır olmayı bekleme
3. Bir sonraki adımı somut yaz
4. Dikkat dağıtıcıyı uzaklaştır
5. Küçük bir ödül ekle

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#erteleme #verimlilik #kararverme #kişiselgelişim #kaydet","2026-10-08","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_011_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_011_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_011_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_011_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_011_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_011_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_011_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Pareto ilkesi (80/20)

Sonuçların büyük kısmı, çoğu zaman çabanın küçük bir kısmından gelir.

Gelirinin büyük kısmı müşterilerinin küçük bir bölümünden gelebilir. Bu, tam olarak %80/%20 olmak zorunda değil; asıl mesaj: en çok değer üreten işi bul.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #verimlilik #işhayatı #kişiselgelişim #bilgi","2026-10-09","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_012_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"İş görüşmesinden önce hazırlanacak 7 şey

Görüşmeye giderken bunu kaydet.

1. Şirketi tanı
2. İlanı satır satır oku
3. 3 kısa örnek hazırla
4. Maaş aralığını araştır
5. 3 soru hazırla
6. Lojistiği hallet
7. Teşekkür e-postası gönder

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#kariyer #işgörüşmesi #işhayatı #iştavsiyesi #kaydet","2026-10-09","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_012_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_012_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_012_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_012_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_012_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_012_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_012_1930_carousel/gorsel_7.png","https://iletisim-prog.github.io/gorseller/GUN_012_1930_carousel/gorsel_8.png","https://iletisim-prog.github.io/gorseller/GUN_012_1930_carousel/gorsel_9.png","","POST"
"Günün kavramı: Varsayılan etkisi

Hazır gelen seçeneği değiştirmeyiz. Varsayılanı kim belirlerse, kararı o yönlendirir.

Organ bağışında “herkes bağışçıdır, istemeyen çıkar” diyen ülkelerde onay oranları, “isteyen katılır” diyen ülkelerden çok daha yüksektir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #psikoloji #kişiselgelişim #bilgi","2026-10-10","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_013_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Üçüncü seçenek neden var?

Menüdeki ya da fiyat listesindeki tuzak seçenek.

1. Bilinen bir deney
2. Üç seçenek
3. Kimse ikincisini seçmiyor
4. Buna tuzak seçenek denir
5. Kendine sor

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#tüketici #fiyatpsikolojisi #pazarlama #davranışbilimi #kaydet","2026-10-10","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_013_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_013_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_013_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_013_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_013_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_013_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_013_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Bilgi laneti

Bir şeyi bildiğinde, onu bilmeyen birinin gözünden bakmak zorlaşır.

Uzman, işini “basit” anlatır. Dinleyen ise ilk cümlede kaybolur. İyi anlatıcı, bildiğini unutup dinleyenin yerine geçebilendir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #iletişim #işhayatı #psikoloji #bilgi","2026-10-11","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_014_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Bu haftanın 5 kavramı

Kaydet, bir hafta sonra tekrar oku.

1. Halo etkisi
2. Şimdiki yanlılık
3. Bileşik etki
4. Ciro ≠ kâr
5. Pareto ilkesi

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#haftanın5i #gününkavramı #davranışbilimi #kişiselgelişim #kaydet","2026-10-11","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_014_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_014_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_014_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_014_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_014_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_014_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_014_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Zirve-son kuralı

Bir deneyimi, en yoğun anı ve bitişiyle hatırlarız. Ortalamayla değil.

Harika geçen bir tatilin son günü kötüyse, tatili “berbattı” diye hatırlayabilirsin. Bu yüzden iyi bir kapanış cümlesi ya da bitiş anı, her şeyi değiştirir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #psikoloji #kişiselgelişim #bilgi","2026-10-12","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_015_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Hafızan seni nasıl kandırıyor?

Anılar kayıt değil, yeniden kurgudur.

1. Anılar kamera gibi değil
2. Güçlü his, net anı demek değil
3. Soru anıyı değiştirir
4. Tekrar edilen yanlış, doğru gibi gelir
5. Ne yapmalı?

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#hafıza #psikoloji #davranışbilimi #kişiselgelişim #kaydet","2026-10-12","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_015_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_015_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_015_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_015_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_015_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_015_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_015_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Nakit akışı

Belirli bir dönemde kasaya giren ve kasadan çıkan paranın farkı.

Satışı yaptın ama tahsilat 60 gün sonra. Kira ve maaşı bugün ödüyorsun. Kâğıtta kârlı olabilirsin, kasada nakit olmayabilir. İşletmeler çoğu zaman zarardan değil nakitsizlikten batar.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #finansalokuryazarlık #işletme #nakitakışı #bilgi","2026-10-13","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_016_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"İyi geri bildirim vermenin 5 adımı

Kimseyi kırmadan, ama net söylemek mümkün.

1. Hızlı ver
2. Davranışı anlat, kişiyi değil
3. Etkisini söyle
4. Somut örnek ver
5. Çözümü birlikte bul

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#işhayatı #liderlik #iletişim #kariyer #kaydet","2026-10-13","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_016_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_016_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_016_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_016_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_016_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_016_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_016_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: IKEA etkisi

Emek verdiğimiz şeye, aslında olduğundan daha fazla değer biçeriz.

Kendi monte ettiğin dolabı, aynı dolabın hazır halinden daha değerli bulursun. Bu yüzden insanlar kendi katkı sağladıkları fikirlere daha bağlı kalır.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #psikoloji #kişiselgelişim #bilgi","2026-10-14","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_017_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Borçları kapatmanın iki yolu

Kartopu mu, çığ mı?

1. Kartopu yöntemi
2. Kartopunun gücü
3. Çığ yöntemi
4. Çığın gücü
5. Hangisi?

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#kişiselfinans #borçyönetimi #bütçe #paraynetimi #kaydet","2026-10-14","19:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_017_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_017_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_017_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_017_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_017_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_017_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_017_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Seçenek fazlalığı

Çok fazla seçenek, karar vermeyi kolaylaştırmaz. Çoğu zaman zorlaştırır.

Yüzlerce dizi arasında 40 dakika gezip hiçbirini izlememek. Seçenek arttıkça “yanlış seçebilirim” endişesi de artar.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #kararverme #kişiselgelişim #bilgi","2026-10-15","08:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_018_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
