"Text","Date","Time","Draft","Brand name","Instagram","Picture Url 1","Picture Url 2","Picture Url 3","Picture Url 4","Picture Url 5","Picture Url 6","Picture Url 7","Picture Url 8","Picture Url 9","Picture Url 10","Instagram Post Type"
"Kalabalık ne zaman haklıdır?

Herkesin ortalama tahmini, bazen uzmandan iyidir.

1. 1907’de bir fuarda
2. Sonuç şaşırtıcıydı
3. Ama şartları var
4. Ne zaman bozulur?
5. Ne yapmalı?

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#kalabalığınbilgeliği #karar #psikoloji #istatistik #kaydet","2026-10-09","12:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_064_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_064_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_064_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_064_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_064_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_064_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_064_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Hawthorne etkisi

İnsanlar, gözlendiklerini bildiklerinde davranışlarını değiştirebilir.

Bir ekibe ‘performansınızı izleyeceğiz’ deyince sonuçlar anında iyileşebilir. Ama izleme bitince eski hâle dönebilir. Tarihsel çalışmanın yorumu tartışmalıdır; yine de dikkat gerekir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #işhayatı #yönetim #psikoloji #bilgi","2026-10-09","14:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_065_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Yeni ekipte ilk 90 gün: 5 öncelik

Başlangıçta doğru öncelik, sonrası için zemin hazırlar.

1. Öğren, önce konuşma
2. İlişki kur
3. Beklentiyi netleştir
4. Küçük bir kazanım elde et
5. Geri bildirim iste

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#işhayatı #kariyer #yeniişe #ekip #kaydet","2026-10-09","16:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_065_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_065_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_065_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_065_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_065_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_065_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_065_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Cazibe paketleme

Yapmak istemediğin bir işi, keyif aldığın bir şeyle birleştirmek.

Sevdiğin podcast’i sadece yürüyüşte dinlemek. Ya da ütü yaparken favori diziyi izlemek. Ödül işin içinde olunca başlamak kolaylaşır. Kavram, araştırmacı Katy Milkman’a ait.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #alışkanlık #motivasyon #psikoloji #bilgi","2026-10-09","18:00:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_066_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Acil durum fonu: neden ve nasıl?

Beklenmedik masraf geldiğinde krediye koşmamak için.

1. Fon ne işe yarar?
2. Ne kadar?
3. Küçük başla
4. Ayrı hesapta tut
5. Kullandıysan doldur

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#kişiselfinans #acildurumfonu #birikim #paraynetimi #kaydet","2026-10-09","21:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_066_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_066_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_066_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_066_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_066_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_066_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_066_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Hofstadter Yasası

İşler, Hofstadter Yasası’nı hesaba katsan bile, planladığından daha uzun sürer.

‘Bu iş 5 gün sürer’ dedin, tampon ekleyerek 7 gün dedin. Sonuç 9 gün. Yasa buna gülüyor: Hesaba kattığında da geçerli. Planı yaparken benzer işlerin gerçek sürelerine bak.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #verimlilik #proje #işhayatı #bilgi","2026-10-10","10:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_067_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"80 yaşındaki sen ne derdi?

Pişmanlığı en aza indirmek için bir düşünme yöntemi.

1. Yöntem ne?
2. Kim kullandı?
3. Neden işe yarar?
4. Sınırı
5. Bir soru

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#kararverme #pişmanlık #zihin #kişiselgelişim #kaydet","2026-10-10","12:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_067_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_067_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_067_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_067_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_067_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_067_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_067_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Azalan marjinal fayda

Aynı şeyden her yeni birim, bir öncekinden daha az memnuniyet verir.

Aç karnına ilk dilim pizza harika; beşinci dilim zorlama. Para için de geçerli: İlk kazandığın maaş hayatını değiştirir, sonraki zamlar daha az. Bu yüzden ‘daha fazlası’ her zaman ‘daha iyi’ değildir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #ekonomi #paradüşüncesi #psikoloji #bilgi","2026-10-10","14:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_068_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Yeni bir beceri için 30 günlük plan

Küçük ama düzenli bir başlangıç.

1. Tek bir beceri seç
2. Günde 20 dakika ayır
3. Doğru kaynağı bul
4. Hemen uygula
5. İlk hafta geri bildirim al
6. Takvimde işaretle
7. 30. gün küçük bir proje

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#öğrenme #beceri #kişiselgelişim #30gün #kaydet","2026-10-10","16:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_068_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_068_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_068_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_068_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_068_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_068_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_068_1930_carousel/gorsel_7.png","https://iletisim-prog.github.io/gorseller/GUN_068_1930_carousel/gorsel_8.png","https://iletisim-prog.github.io/gorseller/GUN_068_1930_carousel/gorsel_9.png","","POST"
"Günün kavramı: Tamamlayıcı mal

Birlikte kullanılan ve birinin talebi artınca diğerinin de talebi artan ürünler.

Yazıcı ve kartuş, oyun konsolu ve oyunlar. Şirketler bazen ana ürünü ucuz satıp, tamamlayıcıdan kazanır. Ucuz cihazı alırken, sarf malzemenin fiyatına da bak.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #ekonomi #pazarlama #tüketici #bilgi","2026-10-10","18:00:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_069_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Reklamlar seni nasıl buluyor?

Sosyal medyada görünen reklamın arkasında ne var?

1. Veri toplanır
2. Benzer kitle
3. Yeniden hedefleme
4. Neden hep aynı ürün?
5. Kontrol sende

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#dijitalreklam #veri #gizlilik #pazarlama #kaydet","2026-10-10","21:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_069_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_069_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_069_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_069_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_069_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_069_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_069_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Kıtlık zihniyeti

Zaman, para ya da ilgi kıt olduğunda zihnin dikkati daralır ve uzun vadeli düşünme zorlaşır.

Ay sonu borcu düşünen biri, kredi kartı faizini hesaplamak yerine, o günkü ödemeye odaklanır. Zihin sınırlı olduğu için, ‘kıtlık’ kararı kötüleştirebilir. Bu bir karakter zayıflığı değil, bir zihin sınırıdır.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #paradüşüncesi #psikoloji #bilgi","2026-10-11","10:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_070_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Bu haftanın 5 kavramı

Kaydet, bir hafta sonra tekrar oku.

1. Pygmalion etkisi
2. Hawthorne etkisi
3. Hofstadter Yasası
4. Azalan marjinal fayda
5. Tamamlayıcı mal

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#haftanın5i #gününkavramı #davranışbilimi #kişiselgelişim #kaydet","2026-10-11","12:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_070_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_070_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_070_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_070_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_070_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_070_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_070_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: T şeklinde beceri

Bir alanda derin uzmanlık, birçok alanda geniş bilgi.

Bir grafik tasarımcı, tasarımda uzman (T’nin dikey çubuğu) ama pazarlama, yazı ve teknoloji hakkında da temel bilgiye sahip (yatay çubuk). Böyle biri, farklı ekiplerle daha kolay çalışır.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #kariyer #beceri #işhayatı #bilgi","2026-10-11","14:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_071_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"İlk izlenim neden bu kadar güçlü?

İlk 7 saniye, sonrasını boyar.

1. Sıralama önemli
2. Buna birincillik etkisi denir
3. Halo etkisiyle birleşir
4. Değiştirmek zor
5. Ne yapmalı?

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#ilkizlenim #psikoloji #iletişim #kişiselgelişim #kaydet","2026-10-11","16:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_071_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_071_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_071_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_071_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_071_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_071_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_071_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Öz yeterlik

Bir işi yapabileceğine olan inanç. Psikolog Albert Bandura tanımladı.

‘Ben yapamam’ diyen biri denemeden önce vazgeçer. ‘Yapabilirim’ diyen, zorluklarda devam eder. Küçük başarılar öz yeterliği artırır; bu yüzden küçük hedeflerle başlamak işe yarar.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #motivasyon #psikoloji #kişiselgelişim #bilgi","2026-10-11","18:00:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_072_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Hatanı yöneticine söylemenin 5 adımı

Saklanan hata büyür. Paylaşılan hata küçülür.

1. Hemen söyle
2. Net anlat
3. Sorumluluk al
4. Çözüm öner
5. Ders çıkar

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#işhayatı #kariyer #güven #iletişim #kaydet","2026-10-11","21:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_072_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_072_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_072_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_072_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_072_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_072_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_072_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Grup düşüncesi

Uyum ve fikir birliği arzusu, grubun eleştirel düşünmesini bastırır.

Toplantıda herkes kafa sallıyor, kimse ‘bu yanlış olabilir’ demiyor. Sonra plan çöküyor. Çözüm: Toplantıda bir kişiyi bilerek ‘karşı görüş’ savunmakla görevlendir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #işhayatı #karar #psikoloji #bilgi","2026-10-12","10:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_073_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
